city,country,latitude,longitude,forecast_date,extracted_at,temperature_max,temperature_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,source
Douar Souk L‘qolla,Morocco,35.0691,-5.57,2026-09-22,2026-09-17 10:41:43.643318+00:00,33.7,21.1,0.0,0,12.1,25.6,2,open-meteo
Douar Souk L‘qolla,Morocco,35.0691,-5.57,2026-09-23,2026-09-17 10:41:43.643318+00:00,34.7,19.5,0.0,0,15.0,32.0,2,open-meteo
Bni Quolla,Morocco,34.7381,-5.5442,2026-09-17,2026-09-17 10:41:43.720796+00:00,29.0,17.5,0.0,0,14.3,26.6,3,open-meteo
Bni Quolla,Morocco,34.7381,-5.5442,2026-09-18,2026-09-17 10:41:43.720796+00:00,31.7,15.4,0.0,0,16.0,31.3,3,open-meteo
Bni Quolla,Morocco,34.7381,-5.5442,2026-09-19,2026-09-17 10:41:43.720796+00:00,36.5,17.9,0.0,0,14.3,26.6,1,open-meteo
Bni Quolla,Morocco,34.7381,-5.5442,2026-09-20,2026-09-17 10:41:43.720796+00:00,38.1,22.5,0.0,0,14.7,28.4,1,open-meteo
Bni Quolla,Morocco,34.7381,-5.5442,2026-09-21,2026-09-17 10:41:43.720796+00:00,36.8,21.2,0.0,5,10.0,19.1,2,open-meteo
Bni Quolla,Morocco,34.7381,-5.5442,2026-09-22,2026-09-17 10:41:43.720796+00:00,35.7,21.6,0.0,0,13.9,25.9,3,open-meteo
Bni Quolla,Morocco,34.7381,-5.5442,2026-09-23,2026-09-17 10:41:43.720796+00:00,37.2,20.5,0.0,0,13.0,26.3,0,open-meteo
Mensora,Morocco,34.8434,-4.9626,2026-09-17,2026-09-17 10:41:43.799470+00:00,28.1,13.3,0.0,0,11.7,23.4,3,open-meteo
Mensora,Morocco,34.8434,-4.9626,2026-09-18,2026-09-17 10:41:43.799470+00:00,30.8,13.2,0.0,0,16.0,34.2,3,open-meteo
Mensora,Morocco,34.8434,-4.9626,2026-09-19,2026-09-17 10:41:43.799470+00:00,31.9,18.6,0.0,0,26.4,49.7,1,open-meteo
Mensora,Morocco,34.8434,-4.9626,2026-09-20,2026-09-17 10:41:43.799470+00:00,33.0,21.0,0.0,0,20.7,38.2,1,open-meteo
Mensora,Morocco,34.8434,-4.9626,2026-09-21,2026-09-17 10:41:43.799470+00:00,32.3,20.3,0.0,3,17.7,34.6,2,open-meteo
Mensora,Morocco,34.8434,-4.9626,2026-09-22,2026-09-17 10:41:43.799470+00:00,31.7,19.6,0.0,0,13.5,25.2,3,open-meteo
Mensora,Morocco,34.8434,-4.9626,2026-09-23,2026-09-17 10:41:43.799470+00:00,32.2,21.2,0.0,0,17.0,31.3,1,open-meteo
Tounfit,Morocco,32.4658,-5.2494,2026-09-17,2026-09-17 10:41:43.878423+00:00,25.0,12.1,0.6,45,23.1,40.0,80,open-meteo
Tounfit,Morocco,32.4658,-5.2494,2026-09-18,2026-09-17 10:41:43.878423+00:00,24.8,13.0,0.2,18,21.8,36.4,3,open-meteo
Tounfit,Morocco,32.4658,-5.2494,2026-09-19,2026-09-17 10:41:43.878423+00:00,23.5,13.6,0.9,49,21.0,40.7,61,open-meteo
Tounfit,Morocco,32.4658,-5.2494,2026-09-20,2026-09-17 10:41:43.878423+00:00,25.9,15.5,0.0,25,14.8,27.7,3,open-meteo
Tounfit,Morocco,32.4658,-5.2494,2026-09-21,2026-09-17 10:41:43.878423+00:00,24.4,14.9,0.9,23,28.1,49.0,3,open-meteo
Tounfit,Morocco,32.4658,-5.2494,2026-09-22,2026-09-17 10:41:43.878423+00:00,24.2,13.2,0.0,15,19.3,37.1,3,open-meteo
Tounfit,Morocco,32.4658,-5.2494,2026-09-23,2026-09-17 10:41:43.878423+00:00,25.5,13.4,0.0,3,17.7,34.6,2,open-meteo
Boudenib,Morocco,31.9497,-3.6078,2026-09-17,2026-09-17 10:41:43.959960+00:00,33.6,20.1,0.1,13,44.0,70.2,3,open-meteo
Boudenib,Morocco,31.9497,-3.6078,2026-09-18,2026-09-17 10:41:43.959960+00:00,32.8,20.0,0.0,15,16.1,29.9,3,open-meteo
Boudenib,Morocco,31.9497,-3.6078,2026-09-19,2026-09-17 10:41:43.959960+00:00,31.9,22.3,1.8,25,23.0,44.6,95,open-meteo
Boudenib,Morocco,31.9497,-3.6078,2026-09-20,2026-09-17 10:41:43.959960+00:00,30.4,19.9,1.0,8,12.1,22.7,61,open-meteo
Boudenib,Morocco,31.9497,-3.6078,2026-09-21,2026-09-17 10:41:43.959960+00:00,29.2,21.5,2.1,40,18.8,32.4,80,open-meteo
Boudenib,Morocco,31.9497,-3.6078,2026-09-22,2026-09-17 10:41:43.959960+00:00,30.2,18.7,0.0,10,11.3,19.8,3,open-meteo
Boudenib,Morocco,31.9497,-3.6078,2026-09-23,2026-09-17 10:41:43.959960+00:00,31.9,19.1,0.0,10,10.5,16.6,3,open-meteo
Oulad Ouchchih,Morocco,35.0939,-5.9453,2026-09-17,2026-09-17 10:41:44.041898+00:00,28.0,18.8,0.0,0,13.0,25.6,3,open-meteo
Oulad Ouchchih,Morocco,35.0939,-5.9453,2026-09-18,2026-09-17 10:41:44.041898+00:00,30.6,15.8,0.0,0,18.1,35.3,45,open-meteo
Oulad Ouchchih,Morocco,35.0939,-5.9453,2026-09-19,2026-09-17 10:41:44.041898+00:00,35.7,17.7,0.0,0,18.8,34.9,2,open-meteo
Oulad Ouchchih,Morocco,35.0939,-5.9453,2026-09-20,2026-09-17 10:41:44.041898+00:00,37.5,23.1,0.0,0,15.3,32.8,1,open-meteo
Oulad Ouchchih,Morocco,35.0939,-5.9453,2026-09-21,2026-09-17 10:41:44.041898+00:00,36.3,22.2,0.0,0,13.7,29.9,2,open-meteo
Oulad Ouchchih,Morocco,35.0939,-5.9453,2026-09-22,2026-09-17 10:41:44.041898+00:00,33.2,20.8,0.0,0,16.9,31.7,2,open-meteo
Oulad Ouchchih,Morocco,35.0939,-5.9453,2026-09-23,2026-09-17 10:41:44.041898+00:00,34.3,18.9,0.0,0,15.1,28.4,45,open-meteo
Wawizaght,Morocco,32.16,-6.35,2026-09-17,2026-09-17 10:41:44.122517+00:00,29.4,15.5,0.0,0,15.3,28.8,3,open-meteo
Wawizaght,Morocco,32.16,-6.35,2026-09-18,2026-09-17 10:41:44.122517+00:00,30.8,17.5,0.0,0,15.0,28.4,3,open-meteo
Wawizaght,Morocco,32.16,-6.35,2026-09-19,2026-09-17 10:41:44.122517+00:00,33.1,20.8,0.0,0,14.6,29.2,3,open-meteo
Wawizaght,Morocco,32.16,-6.35,2026-09-20,2026-09-17 10:41:44.122517+00:00,33.8,23.3,0.0,10,18.1,34.6,3,open-meteo
Wawizaght,Morocco,32.16,-6.35,2026-09-21,2026-09-17 10:41:44.122517+00:00,33.4,22.7,0.0,10,17.3,33.1,2,open-meteo
Wawizaght,Morocco,32.16,-6.35,2026-09-22,2026-09-17 10:41:44.122517+00:00,33.2,21.5,0.0,5,19.3,39.6,2,open-meteo
Wawizaght,Morocco,32.16,-6.35,2026-09-23,2026-09-17 10:41:44.122517+00:00,33.7,22.2,0.0,0,17.6,35.3,1,open-meteo
Aghbala,Morocco,32.4806,-5.645,2026-09-17,2026-09-17 10:41:44.200889+00:00,26.6,10.9,0.0,8,21.5,42.5,3,open-meteo
Aghbala,Morocco,32.4806,-5.645,2026-09-18,2026-09-17 10:41:44.200889+00:00,25.9,12.1,0.0,3,20.6,41.8,3,open-meteo
Aghbala,Morocco,32.4806,-5.645,2026-09-19,2026-09-17 10:41:44.200889+00:00,26.5,14.0,0.5,28,15.9,38.9,80,open-meteo
Aghbala,Morocco,32.4806,-5.645,2026-09-20,2026-09-17 10:41:44.200889+00:00,27.7,15.5,0.0,25,14.7,31.3,3,open-meteo
Aghbala,Morocco,32.4806,-5.645,2026-09-21,2026-09-17 10:41:44.200889+00:00,26.6,14.5,0.6,13,18.9,38.5,3,open-meteo
Aghbala,Morocco,32.4806,-5.645,2026-09-22,2026-09-17 10:41:44.200889+00:00,25.9,13.3,0.0,5,17.2,38.2,3,open-meteo
Aghbala,Morocco,32.4806,-5.645,2026-09-23,2026-09-17 10:41:44.200889+00:00,27.2,14.1,0.0,3,16.1,34.6,3,open-meteo
Oulad Rahmoun,Morocco,32.3278,-6.5006,2026-09-17,2026-09-17 10:41:44.280154+00:00,32.2,17.6,0.0,0,11.8,20.5,45,open-meteo
Oulad Rahmoun,Morocco,32.3278,-6.5006,2026-09-18,2026-09-17 10:41:44.280154+00:00,34.0,18.0,0.0,0,10.3,17.6,3,open-meteo
Oulad Rahmoun,Morocco,32.3278,-6.5006,2026-09-19,2026-09-17 10:41:44.280154+00:00,37.6,20.9,0.0,0,5.6,12.6,3,open-meteo
Oulad Rahmoun,Morocco,32.3278,-6.5006,2026-09-20,2026-09-17 10:41:44.280154+00:00,39.2,23.4,0.0,5,14.2,25.9,3,open-meteo
Oulad Rahmoun,Morocco,32.3278,-6.5006,2026-09-21,2026-09-17 10:41:44.280154+00:00,38.3,23.7,0.0,3,14.4,39.2,2,open-meteo
Oulad Rahmoun,Morocco,32.3278,-6.5006,2026-09-22,2026-09-17 10:41:44.280154+00:00,37.9,22.3,0.0,2,11.2,20.5,2,open-meteo
Oulad Rahmoun,Morocco,32.3278,-6.5006,2026-09-23,2026-09-17 10:41:44.280154+00:00,38.5,22.4,0.0,0,12.0,22.3,1,open-meteo
Tleta Taghramt,Morocco,35.7877,-5.4709,2026-09-17,2026-09-17 10:41:44.362567+00:00,24.6,14.3,0.0,0,12.4,34.2,3,open-meteo
Tleta Taghramt,Morocco,35.7877,-5.4709,2026-09-18,2026-09-17 10:41:44.362567+00:00,23.9,19.3,0.0,0,30.8,65.2,3,open-meteo
Tleta Taghramt,Morocco,35.7877,-5.4709,2026-09-19,2026-09-17 10:41:44.362567+00:00,23.6,20.4,0.0,0,44.8,96.1,2,open-meteo
Tleta Taghramt,Morocco,35.7877,-5.4709,2026-09-20,2026-09-17 10:41:44.362567+00:00,24.0,21.3,0.0,0,47.2,101.5,2,open-meteo
Tleta Taghramt,Morocco,35.7877,-5.4709,2026-09-21,2026-09-17 10:41:44.362567+00:00,24.0,20.7,0.0,0,41.2,90.0,2,open-meteo
Tleta Taghramt,Morocco,35.7877,-5.4709,2026-09-22,2026-09-17 10:41:44.362567+00:00,25.1,20.2,0.0,0,32.8,68.0,2,open-meteo
Tleta Taghramt,Morocco,35.7877,-5.4709,2026-09-23,2026-09-17 10:41:44.362567+00:00,25.5,20.5,0.0,0,24.5,52.6,2,open-meteo
Ounagha,Morocco,31.5044,-9.6298,2026-09-17,2026-09-17 10:41:44.441890+00:00,25.5,18.4,0.0,0,28.8,58.3,3,open-meteo
Ounagha,Morocco,31.5044,-9.6298,2026-09-18,2026-09-17 10:41:44.441890+00:00,28.2,18.4,0.0,0,29.6,59.0,1,open-meteo
Ounagha,Morocco,31.5044,-9.6298,2026-09-19,2026-09-17 10:41:44.441890+00:00,30.0,18.3,0.0,0,27.4,55.1,2,open-meteo
Ounagha,Morocco,31.5044,-9.6298,2026-09-20,2026-09-17 10:41:44.441890+00:00,26.8,19.9,0.0,0,17.0,34.2,2,open-meteo
Ounagha,Morocco,31.5044,-9.6298,2026-09-21,2026-09-17 10:41:44.441890+00:00,29.1,19.6,0.0,0,13.0,28.4,1,open-meteo
Ounagha,Morocco,31.5044,-9.6298,2026-09-22,2026-09-17 10:41:44.441890+00:00,28.1,17.4,0.0,0,10.5,20.5,3,open-meteo
Ounagha,Morocco,31.5044,-9.6298,2026-09-23,2026-09-17 10:41:44.441890+00:00,28.3,16.8,0.0,0,14.0,29.2,0,open-meteo
Ras El Oued,Morocco,34.339,-4.5558,2026-09-17,2026-09-17 10:41:44.524635+00:00,30.4,18.0,0.0,0,12.9,24.8,3,open-meteo
Ras El Oued,Morocco,34.339,-4.5558,2026-09-18,2026-09-17 10:41:44.524635+00:00,33.1,18.6,0.0,0,25.4,50.8,3,open-meteo
Ras El Oued,Morocco,34.339,-4.5558,2026-09-19,2026-09-17 10:41:44.524635+00:00,32.5,22.5,0.0,0,32.8,64.8,2,open-meteo
Ras El Oued,Morocco,34.339,-4.5558,2026-09-20,2026-09-17 10:41:44.524635+00:00,34.9,24.2,0.0,0,27.0,55.1,2,open-meteo
Ras El Oued,Morocco,34.339,-4.5558,2026-09-21,2026-09-17 10:41:44.524635+00:00,34.2,23.9,0.0,3,24.4,52.9,2,open-meteo
Ras El Oued,Morocco,34.339,-4.5558,2026-09-22,2026-09-17 10:41:44.524635+00:00,35.6,23.3,0.0,0,15.4,37.4,3,open-meteo
Ras El Oued,Morocco,34.339,-4.5558,2026-09-23,2026-09-17 10:41:44.524635+00:00,36.1,22.2,0.0,0,15.0,31.0,0,open-meteo
Ourtzagh,Morocco,34.55,-4.9333,2026-09-17,2026-09-17 10:41:44.604790+00:00,30.2,17.7,0.0,0,14.5,27.7,3,open-meteo
Ourtzagh,Morocco,34.55,-4.9333,2026-09-18,2026-09-17 10:41:44.604790+00:00,32.8,18.4,0.0,0,9.7,19.4,3,open-meteo
Ourtzagh,Morocco,34.55,-4.9333,2026-09-19,2026-09-17 10:41:44.604790+00:00,36.3,21.2,0.0,0,26.3,50.0,1,open-meteo
Ourtzagh,Morocco,34.55,-4.9333,2026-09-20,2026-09-17 10:41:44.604790+00:00,37.7,23.8,0.0,0,17.8,34.2,2,open-meteo
Ourtzagh,Morocco,34.55,-4.9333,2026-09-21,2026-09-17 10:41:44.604790+00:00,36.6,23.5,0.0,3,14.2,26.6,3,open-meteo
Ourtzagh,Morocco,34.55,-4.9333,2026-09-22,2026-09-17 10:41:44.604790+00:00,36.8,21.8,0.0,0,11.2,24.1,3,open-meteo
Ourtzagh,Morocco,34.55,-4.9333,2026-09-23,2026-09-17 10:41:44.604790+00:00,37.5,20.7,0.0,0,6.9,16.6,1,open-meteo
Oulad Amor,Morocco,32.0775,-7.6122,2026-09-17,2026-09-17 10:41:44.684868+00:00,29.7,17.7,0.0,0,17.7,28.1,3,open-meteo
Oulad Amor,Morocco,32.0775,-7.6122,2026-09-18,2026-09-17 10:41:44.684868+00:00,31.3,18.4,0.0,0,15.6,24.1,3,open-meteo
Oulad Amor,Morocco,32.0775,-7.6122,2026-09-19,2026-09-17 10:41:44.684868+00:00,34.7,21.1,0.0,0,17.7,28.4,2,open-meteo
Oulad Amor,Morocco,32.0775,-7.6122,2026-09-20,2026-09-17 10:41:44.684868+00:00,37.1,24.0,0.0,8,17.8,30.2,2,open-meteo
Oulad Amor,Morocco,32.0775,-7.6122,2026-09-21,2026-09-17 10:41:44.684868+00:00,37.8,24.0,0.0,5,24.3,37.8,1,open-meteo
Oulad Amor,Morocco,32.0775,-7.6122,2026-09-22,2026-09-17 10:41:44.684868+00:00,36.7,21.9,0.0,5,18.2,29.5,1,open-meteo
Oulad Amor,Morocco,32.0775,-7.6122,2026-09-23,2026-09-17 10:41:44.684868+00:00,36.2,21.2,0.0,0,15.0,28.4,1,open-meteo
Tafrant,Morocco,34.625,-5.1242,2026-09-17,2026-09-17 10:41:44.764271+00:00,29.0,18.0,0.0,0,12.8,23.4,3,open-meteo
Tafrant,Morocco,34.625,-5.1242,2026-09-18,2026-09-17 10:41:44.764271+00:00,31.7,16.8,0.0,0,10.7,23.8,3,open-meteo
Tafrant,Morocco,34.625,-5.1242,2026-09-19,2026-09-17 10:41:44.764271+00:00,35.2,21.8,0.0,0,21.3,41.0,1,open-meteo
Tafrant,Morocco,34.625,-5.1242,2026-09-20,2026-09-17 10:41:44.764271+00:00,36.0,24.3,0.0,0,13.9,29.9,2,open-meteo
Tafrant,Morocco,34.625,-5.1242,2026-09-21,2026-09-17 10:41:44.764271+00:00,35.3,23.9,0.0,5,13.2,23.4,2,open-meteo
Tafrant,Morocco,34.625,-5.1242,2026-09-22,2026-09-17 10:41:44.764271+00:00,35.4,22.4,0.0,0,8.6,17.3,3,open-meteo
Tafrant,Morocco,34.625,-5.1242,2026-09-23,2026-09-17 10:41:44.764271+00:00,36.6,20.3,0.0,0,8.6,15.8,0,open-meteo
Jaidte Lbatma,Morocco,31.6806,-7.7281,2026-09-17,2026-09-17 10:41:44.844057+00:00,30.2,17.6,0.0,0,12.3,23.0,3,open-meteo
Jaidte Lbatma,Morocco,31.6806,-7.7281,2026-09-18,2026-09-17 10:41:44.844057+00:00,31.9,17.6,0.0,0,8.9,17.3,2,open-meteo
Jaidte Lbatma,Morocco,31.6806,-7.7281,2026-09-19,2026-09-17 10:41:44.844057+00:00,35.6,19.4,0.0,3,10.4,19.1,2,open-meteo
Jaidte Lbatma,Morocco,31.6806,-7.7281,2026-09-20,2026-09-17 10:41:44.844057+00:00,37.7,22.5,1.5,25,15.2,29.2,80,open-meteo
Jaidte Lbatma,Morocco,31.6806,-7.7281,2026-09-21,2026-09-17 10:41:44.844057+00:00,37.2,21.5,0.0,13,14.7,29.2,2,open-meteo
Jaidte Lbatma,Morocco,31.6806,-7.7281,2026-09-22,2026-09-17 10:41:44.844057+00:00,36.4,21.4,0.0,8,13.0,25.6,1,open-meteo
Jaidte Lbatma,Morocco,31.6806,-7.7281,2026-09-23,2026-09-17 10:41:44.844057+00:00,36.4,19.8,0.0,3,11.5,22.7,1,open-meteo
Oulad Chikh,Morocco,32.8544,-7.5386,2026-09-17,2026-09-17 10:41:44.923722+00:00,26.9,14.8,0.0,0,20.3,38.5,45,open-meteo
Oulad Chikh,Morocco,32.8544,-7.5386,2026-09-18,2026-09-17 10:41:44.923722+00:00,28.5,14.9,0.0,0,19.8,37.4,3,open-meteo
Oulad Chikh,Morocco,32.8544,-7.5386,2026-09-19,2026-09-17 10:41:44.923722+00:00,32.0,16.4,0.0,0,20.2,37.8,2,open-meteo
Oulad Chikh,Morocco,32.8544,-7.5386,2026-09-20,2026-09-17 10:41:44.923722+00:00,34.5,20.8,0.0,0,20.9,37.8,2,open-meteo
Oulad Chikh,Morocco,32.8544,-7.5386,2026-09-21,2026-09-17 10:41:44.923722+00:00,36.2,21.1,0.0,3,20.5,39.6,2,open-meteo
Oulad Chikh,Morocco,32.8544,-7.5386,2026-09-22,2026-09-17 10:41:44.923722+00:00,34.9,17.8,0.0,0,18.5,35.6,0,open-meteo
Oulad Chikh,Morocco,32.8544,-7.5386,2026-09-23,2026-09-17 10:41:44.923722+00:00,34.6,17.5,0.0,3,20.5,38.2,1,open-meteo
Sidi Moussa Ben Ali,Morocco,33.5594,-7.3817,2026-09-17,2026-09-17 10:41:45.002907+00:00,26.4,17.7,0.0,0,16.3,29.5,3,open-meteo
Sidi Moussa Ben Ali,Morocco,33.5594,-7.3817,2026-09-18,2026-09-17 10:41:45.002907+00:00,26.4,15.9,0.0,0,16.2,29.9,45,open-meteo
Sidi Moussa Ben Ali,Morocco,33.5594,-7.3817,2026-09-19,2026-09-17 10:41:45.002907+00:00,28.6,16.7,0.0,0,17.2,31.3,45,open-meteo
Sidi Moussa Ben Ali,Morocco,33.5594,-7.3817,2026-09-20,2026-09-17 10:41:45.002907+00:00,31.3,20.0,0.0,0,15.8,28.4,45,open-meteo
Sidi Moussa Ben Ali,Morocco,33.5594,-7.3817,2026-09-21,2026-09-17 10:41:45.002907+00:00,30.9,19.4,0.0,0,18.0,32.4,45,open-meteo
Sidi Moussa Ben Ali,Morocco,33.5594,-7.3817,2026-09-22,2026-09-17 10:41:45.002907+00:00,33.1,19.3,0.0,0,17.2,33.5,45,open-meteo
Sidi Moussa Ben Ali,Morocco,33.5594,-7.3817,2026-09-23,2026-09-17 10:41:45.002907+00:00,31.8,19.0,0.0,3,18.6,36.4,45,open-meteo
Aït I’yach,Morocco,32.6909,-4.9292,2026-09-17,2026-09-17 10:41:45.084016+00:00,28.5,11.2,0.0,13,28.0,46.4,3,open-meteo
Aït I’yach,Morocco,32.6909,-4.9292,2026-09-18,2026-09-17 10:41:45.084016+00:00,27.8,12.6,0.0,5,24.9,40.3,3,open-meteo
Aït I’yach,Morocco,32.6909,-4.9292,2026-09-19,2026-09-17 10:41:45.084016+00:00,27.6,13.7,0.1,44,25.2,45.0,3,open-meteo
Aït I’yach,Morocco,32.6909,-4.9292,2026-09-20,2026-09-17 10:41:45.084016+00:00,28.6,13.4,0.0,8,22.8,34.6,3,open-meteo
Aït I’yach,Morocco,32.6909,-4.9292,2026-09-21,2026-09-17 10:41:45.084016+00:00,27.4,15.1,1.2,20,24.8,43.6,80,open-meteo
Aït I’yach,Morocco,32.6909,-4.9292,2026-09-22,2026-09-17 10:41:45.084016+00:00,28.0,11.7,0.0,3,16.6,27.4,3,open-meteo
Aït I’yach,Morocco,32.6909,-4.9292,2026-09-23,2026-09-17 10:41:45.084016+00:00,29.3,13.3,0.0,3,11.2,19.4,3,open-meteo
Douar Sgarta,Morocco,32.2634,-7.5881,2026-09-17,2026-09-17 10:41:45.164569+00:00,29.7,17.8,0.0,0,20.3,32.8,3,open-meteo
Douar Sgarta,Morocco,32.2634,-7.5881,2026-09-18,2026-09-17 10:41:45.164569+00:00,31.5,18.2,0.0,0,20.2,32.0,3,open-meteo
Douar Sgarta,Morocco,32.2634,-7.5881,2026-09-19,2026-09-17 10:41:45.164569+00:00,34.9,20.7,0.0,0,22.5,36.0,3,open-meteo
Douar Sgarta,Morocco,32.2634,-7.5881,2026-09-20,2026-09-17 10:41:45.164569+00:00,36.8,23.8,0.0,0,22.6,36.7,2,open-meteo
Douar Sgarta,Morocco,32.2634,-7.5881,2026-09-21,2026-09-17 10:41:45.164569+00:00,37.9,22.9,0.0,3,28.7,46.8,2,open-meteo
Douar Sgarta,Morocco,32.2634,-7.5881,2026-09-22,2026-09-17 10:41:45.164569+00:00,37.1,21.5,0.0,3,18.1,30.2,2,open-meteo
Douar Sgarta,Morocco,32.2634,-7.5881,2026-09-23,2026-09-17 10:41:45.164569+00:00,36.5,20.4,0.0,0,16.6,29.2,1,open-meteo
Tamsaout,Morocco,34.8223,-4.7512,2026-09-17,2026-09-17 10:41:45.247802+00:00,26.4,13.2,0.0,0,14.2,28.1,3,open-meteo
Tamsaout,Morocco,34.8223,-4.7512,2026-09-18,2026-09-17 10:41:45.247802+00:00,28.6,14.0,0.0,0,12.4,27.0,3,open-meteo
Tamsaout,Morocco,34.8223,-4.7512,2026-09-19,2026-09-17 10:41:45.247802+00:00,30.9,17.9,0.0,0,19.7,40.0,2,open-meteo
Tamsaout,Morocco,34.8223,-4.7512,2026-09-20,2026-09-17 10:41:45.247802+00:00,31.9,20.0,0.0,0,14.1,28.4,2,open-meteo
Tamsaout,Morocco,34.8223,-4.7512,2026-09-21,2026-09-17 10:41:45.247802+00:00,30.9,19.6,0.0,3,13.9,27.7,2,open-meteo
Tamsaout,Morocco,34.8223,-4.7512,2026-09-22,2026-09-17 10:41:45.247802+00:00,30.1,18.8,0.0,0,11.0,20.9,3,open-meteo
Tamsaout,Morocco,34.8223,-4.7512,2026-09-23,2026-09-17 10:41:45.247802+00:00,30.2,19.4,0.0,0,12.8,25.2,2,open-meteo
Sidi Kasem,Morocco,35.5339,-5.2183,2026-09-17,2026-09-17 10:41:45.339114+00:00,25.2,17.0,0.0,0,13.6,23.8,3,open-meteo
Sidi Kasem,Morocco,35.5339,-5.2183,2026-09-18,2026-09-17 10:41:45.339114+00:00,25.2,20.0,0.0,0,20.3,34.2,3,open-meteo
Sidi Kasem,Morocco,35.5339,-5.2183,2026-09-19,2026-09-17 10:41:45.339114+00:00,25.3,22.6,0.8,0,34.8,58.3,3,open-meteo
Sidi Kasem,Morocco,35.5339,-5.2183,2026-09-20,2026-09-17 10:41:45.339114+00:00,25.5,23.6,1.3,0,28.8,47.5,80,open-meteo
Sidi Kasem,Morocco,35.5339,-5.2183,2026-09-21,2026-09-17 10:41:45.339114+00:00,25.4,22.9,0.9,0,24.5,41.4,80,open-meteo
Sidi Kasem,Morocco,35.5339,-5.2183,2026-09-22,2026-09-17 10:41:45.339114+00:00,29.0,22.3,0.0,0,16.2,42.8,2,open-meteo
Sidi Kasem,Morocco,35.5339,-5.2183,2026-09-23,2026-09-17 10:41:45.339114+00:00,29.5,22.7,0.0,0,15.4,45.4,2,open-meteo
Ahlaf,Morocco,33.2836,-7.09,2026-09-17,2026-09-17 10:41:45.420865+00:00,28.4,15.4,0.0,0,17.1,33.5,45,open-meteo
Ahlaf,Morocco,33.2836,-7.09,2026-09-18,2026-09-17 10:41:45.420865+00:00,30.0,13.7,0.0,0,16.9,32.8,45,open-meteo
Ahlaf,Morocco,33.2836,-7.09,2026-09-19,2026-09-17 10:41:45.420865+00:00,33.1,14.9,0.0,0,15.0,29.5,45,open-meteo
Ahlaf,Morocco,33.2836,-7.09,2026-09-20,2026-09-17 10:41:45.420865+00:00,35.9,19.9,0.0,0,18.4,36.0,2,open-meteo
Ahlaf,Morocco,33.2836,-7.09,2026-09-21,2026-09-17 10:41:45.420865+00:00,36.8,18.7,0.0,0,19.7,39.2,2,open-meteo
Ahlaf,Morocco,33.2836,-7.09,2026-09-22,2026-09-17 10:41:45.420865+00:00,35.5,16.9,0.0,0,18.4,34.2,1,open-meteo
Ahlaf,Morocco,33.2836,-7.09,2026-09-23,2026-09-17 10:41:45.420865+00:00,34.7,17.0,0.0,3,19.5,36.4,2,open-meteo
Gharbia,Morocco,35.5153,-5.9306,2026-09-17,2026-09-17 10:41:45.590660+00:00,25.5,17.4,0.0,0,13.8,27.4,3,open-meteo
Gharbia,Morocco,35.5153,-5.9306,2026-09-18,2026-09-17 10:41:45.590660+00:00,29.3,14.7,0.0,0,23.9,45.0,45,open-meteo
Gharbia,Morocco,35.5153,-5.9306,2026-09-19,2026-09-17 10:41:45.590660+00:00,30.0,22.4,0.0,0,36.7,71.3,2,open-meteo
Gharbia,Morocco,35.5153,-5.9306,2026-09-20,2026-09-17 10:41:45.590660+00:00,31.2,24.5,0.0,0,31.7,61.2,1,open-meteo
Gharbia,Morocco,35.5153,-5.9306,2026-09-21,2026-09-17 10:41:45.590660+00:00,31.5,24.2,0.0,0,26.4,49.7,2,open-meteo
Gharbia,Morocco,35.5153,-5.9306,2026-09-22,2026-09-17 10:41:45.590660+00:00,32.2,23.8,0.0,0,20.3,39.6,2,open-meteo
Gharbia,Morocco,35.5153,-5.9306,2026-09-23,2026-09-17 10:41:45.590660+00:00,33.3,23.7,0.0,0,19.5,39.2,1,open-meteo
Al Fayd,Morocco,30.5445,-8.2271,2026-09-17,2026-09-17 10:41:45.690416+00:00,29.4,18.6,0.0,3,17.1,31.3,3,open-meteo
Al Fayd,Morocco,30.5445,-8.2271,2026-09-18,2026-09-17 10:41:45.690416+00:00,30.5,18.5,0.0,0,16.6,29.5,3,open-meteo
Al Fayd,Morocco,30.5445,-8.2271,2026-09-19,2026-09-17 10:41:45.690416+00:00,33.3,20.1,0.0,5,19.0,33.8,3,open-meteo
Al Fayd,Morocco,30.5445,-8.2271,2026-09-20,2026-09-17 10:41:45.690416+00:00,36.4,21.8,0.0,5,15.2,26.6,2,open-meteo
Al Fayd,Morocco,30.5445,-8.2271,2026-09-21,2026-09-17 10:41:45.690416+00:00,35.7,22.4,0.0,3,29.5,56.2,3,open-meteo
Al Fayd,Morocco,30.5445,-8.2271,2026-09-22,2026-09-17 10:41:45.690416+00:00,35.4,21.3,0.0,0,24.1,55.4,1,open-meteo
Al Fayd,Morocco,30.5445,-8.2271,2026-09-23,2026-09-17 10:41:45.690416+00:00,35.4,22.1,0.0,0,19.9,43.9,1,open-meteo
Nkheila,Morocco,32.9239,-7.0692,2026-09-17,2026-09-17 10:41:45.769622+00:00,27.0,13.3,0.0,0,21.2,39.2,45,open-meteo
Nkheila,Morocco,32.9239,-7.0692,2026-09-18,2026-09-17 10:41:45.769622+00:00,28.6,14.3,0.0,0,19.9,36.4,3,open-meteo
